primaryLanguage,description,hasWikiEnabled,stargazerCount,pull_request_files,issue_files,nameWithOwner,owner,issue_files_to_str,pull_request_files_to_str
TypeScript,Cross-Platform React Native UI Toolkit,False,23605,['PULL_REQUEST_TEMPLATE.md'],['feature-request.md'],react-native-elements/react-native-elements,react-native-elements,,
Rust,A refreshingly simple data-driven game engine built in Rust,False,23597,['pull_request_template.md'],"['bug_report.md', 'docs_improvement.md', 'feature_request.md', 'performance_regression.md']",bevyengine/bevy,bevyengine,,
Java,A private messenger for Android.,True,23589,['PULL_REQUEST_TEMPLATE.md'],['bug_report.md'],signalapp/Signal-Android,signalapp,,
Kotlin,BRVAH:Powerful and flexible RecyclerAdapter,True,23533,['pull_request_template.md'],['bug_report.md'],CymChad/BaseRecyclerViewAdapterHelper,CymChad,,
JavaScript,前端面试每日 3+1，以面试题来驱动学习，提倡每日学习与思考，每天进步一点！每天早上5点纯手工发布面试题（死磕自己，愉悦大家），6000+道前端面试题全面覆盖，HTML/CSS/JavaScript/Vue/React/Nodejs/TypeScript/ECMAScritpt/Webpack/Jquery/小程序/软技能……,True,23466,['PULL_REQUEST_TEMPLATE.md'],"['--------.md', 'angularjs.md', 'css-----.md', 'es6.md', 'html-----.md', 'jquery.md', 'js-----.md', 'nodejs.md', 'other-issue-template.md', 'react.md', 'vue.md', 'wxapp.md']",haizlin/fe-interview,haizlin,,
JavaScript,Next-generation ES module bundler,True,23389,['PULL_REQUEST_TEMPLATE.md'],['SUPPORT.md'],rollup/rollup,rollup,,
JavaScript,🃏 A magical documentation site generator.,True,23380,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",docsifyjs/docsify,docsifyjs,,
TypeScript,✍ It has never been so easy to document your things!,False,23255,['PULL_REQUEST_TEMPLATE.md'],"['---bug-report.md', '---feature-request.md', '---support-question.md']",doczjs/docz,doczjs,,
Python,"Make Your Company Data Driven. Connect to any data source, easily visualize, dashboard and share your data.",False,23098,['PULL_REQUEST_TEMPLATE.md'],"['---bug_report.md', '--anything_else.md']",getredash/redash,getredash,,
Go,Lightweight Kubernetes,True,23000,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'cut_release.md', 'feature_request.md']",k3s-io/k3s,k3s-io,,
C++,Productive & portable high-performance programming in Python.,True,22990,['pull_request_template.md'],"['bug_report.md', 'document.md', 'feature_request.md', 'question.md']",taichi-dev/taichi,taichi-dev,,
JavaScript,"A set of small, responsive CSS modules that you can use in every web project.",False,22982,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",pure-css/pure,pure-css,,
Swift,💧 A server-side Swift HTTP web framework.,False,22776,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",vapor/vapor,vapor,,
Python,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",True,22751,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",nicolargo/glances,nicolargo,,
PHP,"☁️ Nextcloud server, a safe home for all your data",True,22478,['pull_request_template.md'],['Feature_request.md'],nextcloud/server,nextcloud,,
JavaScript,An alternative side effect model for Redux apps,True,22443,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'custom.md']",redux-saga/redux-saga,redux-saga,,
Python,"This is a fun, new monospaced font that includes programming ligatures and is designed to enhance the modern look and feel of the Windows Terminal.",True,22432,['PULL_REQUEST_TEMPLATE.md'],"['Documentation_Issue.md', 'Feature_Request.md']",microsoft/cascadia-code,microsoft,,
Python,Deezer source separation library including pretrained models.,True,22396,['PULL_REQUEST_TEMPLATE.md'],"['bug.md', 'discussion.md', 'feature.md']",deezer/spleeter,deezer,,
Go,"Learn and understand Docker&Container technologies, with real DevOps practice!",True,22337,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Custom.md', 'Feature_request.md']",yeasy/docker_practice,yeasy,,
C,🎥 Command line video player,True,22259,['PULL_REQUEST_TEMPLATE'],"['1_dont_ignore.md', '2_bug_report_linux.md', '2_bug_report_macos.md', '2_bug_report_windows.md', '3_bug_report.md', '4_bug_report_build.md', '5_feature_request.md', '6_question.md']",mpv-player/mpv,mpv-player,,
JavaScript,OpenZeppelin Contracts is a library for secure smart contract development.,False,22162,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",OpenZeppelin/openzeppelin-contracts,OpenZeppelin,,
Java,A Java serialization/deserialization library to convert Java Objects into JSON and back,False,22085,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",google/gson,google,,
C#,The Free Software Media System,False,22016,['pull_request_template.md'],"['feature_request.md', 'media_playback.md']",jellyfin/jellyfin,jellyfin,,
JavaScript,"☕️ simple, flexible, fun javascript test framework for node.js & the browser",True,21993,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md', 'support-question.md']",mochajs/mocha,mochajs,,
OCaml,Adds static typing to JavaScript to improve developer productivity and code quality.,True,21973,['pull_request_template.md'],"['bug_report.md', 'discussion.md', 'documentation.md', 'libdef.md', 'question.md']",facebook/flow,facebook,,
C++,Cloud-native high-performance edge/middle/service proxy,True,21965,['PULL_REQUEST_TEMPLATE.md'],"['feature_request.md', 'non--crash-security--bug.md', 'other.md', 'test_flake.md']",envoyproxy/envoy,envoyproxy,,
C,stb single-file public domain libraries for C/C++,False,21955,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",nothings/stb,nothings,,
Python,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,False,21924,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'documentation.md', 'feature_request.md', 'how-to-question.md']",facebookresearch/fairseq,facebookresearch,,
Python,"Investment Research for Everyone, Everywhere.",False,21887,['pull_request_template.md'],"['bug_report.md', 'enhancement.md', 'feature_request.md']",OpenBB-finance/OpenBBTerminal,OpenBB-finance,,
C,TLS/SSL and crypto library,True,21606,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'documentation.md', 'feature_request.md', 'question.md']",openssl/openssl,openssl,,
Python,"Free, open source crypto trading bot",True,21540,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md', 'question.md']",freqtrade/freqtrade,freqtrade,,
Rust,Secure and fast microVMs for serverless computing.,False,21531,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",firecracker-microvm/firecracker,firecracker-microvm,,
JavaScript,📝 Minimalistic Vue-powered static site generator,True,21492,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",vuejs/vuepress,vuejs,,
JavaScript,JavaScript syntax highlighter with language auto-detection and zero dependencies.,True,21466,['pull_request_template.md'],"['1_incorrect-syntax-highlighting.md', 'bug_report.md', 'feature_request.md', 'z_request_language_repo.md']",highlightjs/highlight.js,highlightjs,,
Python,Distributed Task Queue (development branch),True,21450,['PULL_REQUEST_TEMPLATE.md'],"['Bug-Report.md', 'Documentation-Bug-Report.md', 'Enhancement.md', 'Feature-Request.md', 'Major-Version-Release-Checklist.md', 'Minor-Version-Release-Checklist.md']",celery/celery,celery,,
JavaScript,String validation,True,21239,['pull_request_template.md'],['bug_report.md'],validatorjs/validator.js,validatorjs,,
Go,HTTP load testing tool and library. It's over 9000!,True,21177,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md', 'question.md']",tsenart/vegeta,tsenart,,
Go,"Dapr is a portable, event-driven, runtime for building distributed applications across cloud and edge.",False,21075,['pull_request_template.md'],"['bug_report.md', 'discussion.md', 'feature_request.md', 'proposal.md', 'question.md']",dapr/dapr,dapr,,
TypeScript,:octocat: Browser extension that simplifies the GitHub interface and adds useful features,True,21030,['pull_request_template.md'],['3_discussion.md'],refined-github/refined-github,refined-github,,
Go,Complete container management platform,True,21001,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",rancher/rancher,rancher,,
TypeScript,Lens - The way the world runs Kubernetes,False,20985,['pull_request_template.md'],"['bug_report.md', 'enhancement.md']",lensapp/lens,lensapp,,
JavaScript,Normalizes nested JSON according to a schema,False,20985,['PULL_REQUEST_TEMPLATE.md'],"['bug.md', 'feature_request.md', 'support_question.md']",paularmstrong/normalizr,paularmstrong,,
Java,"A powerful flow control component enabling reliability, resilience and monitoring for microservices. (面向云原生微服务的高可用流控防护组件)",True,20919,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",alibaba/Sentinel,alibaba,,
C++,📚 Modern C++ Tutorial: C++11/14/17/20 On the Fly | https://changkun.de/modern-cpp/,False,20770,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Feature_request.md', 'Question.md']",changkun/modern-cpp-tutorial,changkun,,
TypeScript,"JHipster is a development platform to quickly generate, develop, & deploy modern web applications & microservice architectures.",False,20551,['PULL_REQUEST_TEMPLATE.md'],"['BUG_REPORT.md', 'FEATURE_REQUEST.md', 'SPONSOR_THE_PROJECT.md', 'SUPPORT_QUESTION.md']",jhipster/generator-jhipster,jhipster,,
Ruby,For empowering community 🌱,True,20543,['PULL_REQUEST_TEMPLATE.md'],"['-core-team-only---new-approved-feature.md', 'bug_report.md']",forem/forem,forem,,
Go,Your ultimate Go microservices framework for the cloud-native era.,False,20531,['pull_request_template.md'],"['bug-report.md', 'feature-request.md', 'proposal.md', 'question.md']",go-kratos/kratos,go-kratos,,
Python,"A curated list of awesome Python frameworks, libraries, software and resources",False,166832,['PULL_REQUEST_TEMPLATE.md'],['add-xxx.md'],vinta/awesome-python,vinta,,
Python,Command-line program to download videos from YouTube.com and other video sites,False,120085,['PULL_REQUEST_TEMPLATE.md'],"['1_broken_site.md', '2_site_support_request.md', '3_site_feature_request.md', '4_bug_report.md', '5_feature_request.md', '6_question.md']",ytdl-org/youtube-dl,ytdl-org,,
Python,"🤗 Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",True,98036,['PULL_REQUEST_TEMPLATE.md'],['i18n.md'],huggingface/transformers,huggingface,,
Python,Tensors and Dynamic neural networks in Python with strong GPU acceleration,True,66382,['PULL_REQUEST_TEMPLATE.md'],"['ci-sev.md', 'disable-ci-jobs.md']",pytorch/pytorch,pytorch,,
Python,The Python micro framework for building web applications.,False,62842,['pull_request_template.md'],"['bug-report.md', 'feature-request.md']",pallets/flask,pallets,,
Python,The Python programming language,False,52426,['PULL_REQUEST_TEMPLATE.md'],"['bug.md', 'crash.md', 'documentation.md', 'feature.md']",python/cpython,python,,
Python,Animation engine for explanatory math videos,True,51091,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'error-when-using.md']",3b1b/manim,3b1b,,
Python,Rich is a Python library for rich text and beautiful formatting in the terminal.,True,43151,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",Textualize/rich,Textualize,,
Python,openpilot is an open source driver assistance system. openpilot performs the functions of Automated Lane Centering and Adaptive Cruise Control for over 200 supported car makes and models.,True,39263,"['pull_request_template.md', 'bugfix.md', 'car_bugfix.md', 'car_port.md', 'fingerprint.md', 'refactor.md', 'tuning.md']",['enhancement.md'],commaai/openpilot,commaai,,
Python,The uncompromising Python code formatter,True,32261,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'docs-issue.md', 'feature_request.md', 'style_issue.md']",psf/black,psf,,
Python,A toolkit for developing and comparing reinforcement learning algorithms.,True,31185,['PULL_REQUEST_TEMPLATE.md'],"['bug.md', 'proposal.md', 'question.md']",openai/gym,openai,,
Python,An interactive TLS-capable intercepting HTTP proxy for penetration testers and software developers.,False,30916,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",mitmproxy/mitmproxy,mitmproxy,,
Python,中文分词 词性标注 命名实体识别 依存句法分析 成分句法分析 语义依存分析 语义角色标注 指代消解 风格转换 语义相似度 新词发现 关键词短语提取 自动摘要 文本分类聚类 拼音简繁转换 自然语言处理,True,28956,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",hankcs/HanLP,hankcs,,
Python,💫 Industrial-strength Natural Language Processing (NLP) in Python,False,26043,['PULL_REQUEST_TEMPLATE.md'],"['01_bugs.md', '02_docs.md']",explosion/spaCy,explosion,,
Python,Web APIs for Django. 🎸,False,25478,['PULL_REQUEST_TEMPLATE.md'],['1-issue.md'],encode/django-rest-framework,encode,,
Python,Python packaging and dependency management made easy,False,24910,['PULL_REQUEST_TEMPLATE.md'],"['---bug-report.md', '---documentation.md', '---feature-request.md']",python-poetry/poetry,python-poetry,,
Python,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",False,24723,['pull_request_template.md'],"['bugs.md', 'documentation.md', 'feature-request.md', 'unexpected-problems-bugs.md']",facebookresearch/detectron2,facebookresearch,,
Python,"A Fast, Extensible Progress Bar for Python and CLI",True,24694,['pr.md'],"['bug.md', 'enhancement.md']",tqdm/tqdm,tqdm,,
Python,Streamlit — A faster way to build and share data apps.,True,24467,['pull_request_template.md'],['feature_request.md'],streamlit/streamlit,streamlit,,
Python,OpenMMLab Detection Toolbox and Benchmark,True,24048,['pull_request_template.md'],"['error-report.md', 'feature_request.md', 'general_questions.md', 'reimplementation_questions.md']",open-mmlab/mmdetection,open-mmlab,,
Python, Python Development Workflow for Humans.,True,23818,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Custom.md', 'Feature_request.md']",pypa/pipenv,pypa,,
Rust,"Build smaller, faster, and more secure desktop applications with a web frontend.",False,63142,['PULL_REQUEST_TEMPLATE.md'],['docs_report.md'],tauri-apps/tauri,tauri-apps,,
JavaScript,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff.",True,63033,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Feature_request.md', 'Other.md']",webpack/webpack,webpack,,
Python,The Python micro framework for building web applications.,False,62842,['pull_request_template.md'],"['bug-report.md', 'feature-request.md']",pallets/flask,pallets,,
C++,The Swift Programming Language,False,62569,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",apple/swift,apple,,
JavaScript," Now we have become very big, Different from the original idea. Collect premium software in various categories.",True,60335,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Feature_request.md', 'NEW_ADDITION_TO_LIST.md', 'REMOVE_ITEM_FROM_LIST.md']",jaywcjlove/awesome-mac,jaywcjlove,,
TypeScript,VS Code in the browser,False,60223,"['PULL_REQUEST_TEMPLATE.md', 'release_template.md']","['doc.md', 'feature-request.md']",coder/code-server,coder,,
TypeScript,Predictable state container for JavaScript apps,False,59543,"['PULL_REQUEST_TEMPLATE.md', 'bugfix.md', 'documentation-edit.md', 'documentation-new.md']","['Bug_report.md', 'Feature_request.md', 'documentation-edit.md', 'documentation-new.md']",reduxjs/redux,reduxjs,,
JavaScript,:atom: The hackable text editor,False,59368,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",atom/atom,atom,,
